	Unnamed: 0	STITCH	SMILES	salt_stripped
411	411	CID000008230	C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N	NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O
412	412	CID000002349	CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C	CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O
413	413	CID000439260	C1=CC(=C(C=C1C(CN)O)O)O	NCC(O)c1ccc(O)c(O)c1
414	414	CID000004673	C(CN)C(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+]	NCCC(O)(P(=O)([O-])O)P(=O)([O-])O
415	415	CID000020585	CN1C2=C(C(=O)N(C1=O)C)NC=N2.C[N+](C)(C)CCO	C[N+](C)(C)CCO.Cn1c(=O)c2[nH]cnc2n(C)c1=O
416	416	CID000062819	CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)C(C)O	CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC1=O
417	417	CID000062886	C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]	COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1
418	418	CID000517045	CC(=O)[O-].[Na+]	CC(=O)[O-]
419	419	CID009881504	C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O	NC(=O)N1c2ccccc2CC(O)c2ccccc21
420	420	CID000148192	CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC	COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C
421	421	CID000003355	C1CCNC(C1)C[NH2+]C(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F	O=C([NH2+]CC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
422	422	CID000006049	C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O	O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
423	423	CID000004510	C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]	O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
424	424	CID000033613	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C	CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O
425	425	CID000006322	C(CC(C(=O)O)N)CN=C(N)N	NC(N)=NCCCC(N)C(=O)O
426	426	CID000027350	CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-].[Br-]	CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1
427	427	CID000000187	CC(=O)OCC[N+](C)(C)C	CC(=O)OCC[N+](C)(C)C
428	428	CID000003121	CCCC(CCC)C(=O)O	CCCC(CCC)C(=O)O
429	429	CID000005358	CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C	CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
430	430	CID005361917	C[N+]1(CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6.[Br-]	C[N+]1(CC2CC2)CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5
431	431	CID000008378	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N	NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O
432	432	CID000006058	C(CS)N	NCCS
433	433	CID000004011	CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24	CNCCCC12CCC(c3ccccc31)c1ccccc12
434	434	CID000026133	CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO	CCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
435	435	CID000001727	C1=CN=CC=C1N	Nc1ccncc1
436	436	CID000003738	CN(C1=C(C(=C(C(=C1I)C(=O)NC(CO)C(CO)O)I)C(=O)NC(CO)C(CO)O)I)C(=O)CC(=O)N(C)C2=C(C(=C(C(=C2I)C(=O)NC(CO)C(CO)O)I)C(=O)NC(CO)C(CO)O)I	CN(C(=O)CC(=O)N(C)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I
437	437	CID000014051	CCC(CO)NCCNC(CC)CO.Cl.Cl	CCC(CO)NCCNC(CC)CO
438	438	CID000024087	S=[Se]=S	S=[Se]=S
439	439	CID000004914	CCN(CC)CCOC(=O)C1=CC=C(C=C1)N	CCN(CC)CCOC(=O)c1ccc(N)cc1
440	440	CID000007028	CC(C(C1=CC=CC=C1)O)NC	CNC(C)C(O)c1ccccc1
441	441	CID000037768	C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N	NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O
442	442	CID011499245	B1(C2=C(CO1)C=C(C=C2)F)O	OB1OCc2cc(F)ccc21
443	443	CID000002767	[NH2-].[NH2-].Cl[Pt+2]Cl	Cl[Pt+2]Cl.[NH2-].[NH2-]
444	444	CID000005572	C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O	OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
445	445	CID000002187	CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N	CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
446	446	CID049800003	CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)C(C)O.OS(=O)(=O)O	CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O.O=S(=O)(O)O
447	447	CID000023982	[Gd]	
448	448	CID000005329	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N	Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
449	449	CID000036811	CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O	CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
450	450	CID025102847	COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F	COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC
451	451	CID000004004	CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
452	452	CID000002564	CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2	CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1
453	453	CID000657237	C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N	Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O
454	454	CID005460193	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[OH3+].[Co+3]	CC1=C2N=C(C=C3N=C(C(C)=C4[N-]C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)([O-])OC4C(CO)OC(n5cnc6cc(C)c(C)cc65)C4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O.[Co+3].[OH3+]
455	455	CID000047320	C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]	COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1
456	456	CID005284566	CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C	CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2
457	457	CID000002484	CC(C)(C)C1=CC=C(C=C1)CN(C)CC2=CC=CC3=CC=CC=C32	CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12
458	458	CID023668479	CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)[O-])C(=O)NCC3=CC=C(C=C3)F.[K+]	Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1
459	459	CID000002554	C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N	NC(=O)N1c2ccccc2C=Cc2ccccc21
460	460	CID000163296	CCCC1(CC(=C(C(=O)O1)C(CC)C2=CC(=CC=C2)[N-]S(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)[O-])CCC4=CC=CC=C4.[Na+].[Na+]	CCCC1(CCc2ccccc2)CC([O-])=C(C(CC)c2cccc([N-]S(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1
461	461	CID006918365	CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NC(=O)NN3)C4=CC=C(C=C4)F	CC(OC1OCCN(Cc2nc(=O)[nH][nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
462	462	CID000060860	C1=CC(=CC(=C1)I)CN=C(N)N	NC(N)=NCc1cccc(I)c1
463	463	CID000024706	CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34.CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O	C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC.C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C
464	464	CID000077992	CNC1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N	CNC1CCc2[nH]c3ccc(C(N)=O)cc3c2C1
465	465	CID000005314	C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C	C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
466	466	CID000004935	CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N	CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N
467	467	CID056842239	CCC=CCC=CCC=CCCCCCCCC(=O)O.CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O.CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O	CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O.CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O.CCC=CCC=CCC=CCCCCCCCC(=O)O
468	468	CID000060855	CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N	CC(=O)NC1C(N=C(N)N)C=C(C(=O)O)OC1C(O)C(O)CO
469	469	CID000062305	CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4[O-])[O-])O)[O-])C(=O)N)N(C)C)[O-].[Ca+2].[Ca+2]	CC1c2cccc([O-])c2C([O-])=C2C(=O)C3(O)C([O-])=C(C(N)=O)C(=O)C(N(C)C)C3C([O-])C21.[Ca+2].[Ca+2]
470	470	CID006437075	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CSC=C3)C(=O)O)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)O	CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O.O=C(O)C1C(=CCO)OC2CC(=O)N21
471	471	CID000004943	CC(C)C1=C(C(=CC=C1)C(C)C)O	CC(C)c1cccc(C(C)C)c1O
472	472	CID000005743	CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
473	473	CID000004649	C1=CC(=C(C=C1N)O)C(=O)O	Nc1ccc(C(=O)O)c(O)c1
474	474	CID000002663	CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C	CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1
475	475	CID009875401	C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl	O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
476	476	CID000042395	CCCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO	CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
477	477	CID000032169	CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC.Cl	CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC
478	478	CID006604200	C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]	O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1
479	479	CID000014970	CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O.Cl	CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O
480	480	CID070788982	C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN.C(C(C(=O)O)N)C(=O)O.C(C(C(=O)O)N)C(=O)O	NC(CC(=O)O)C(=O)O.NC(CC(=O)O)C(=O)O.NCCCCC1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(c2ccccc2)NC(=O)C2CC(OC(=O)NCCN)CN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(OCc3ccccc3)cc2)NC1=O
481	481	CID000003658	C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl	OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
482	482	CID000004695	CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=CC(=C3)S(=O)(=O)O)S(=O)(=O)O	CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)cc1
483	483	CID000004057	C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C	C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
484	484	CID006509979	CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C	CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(Cl)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC
485	485	CID000060852	CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O	CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
486	486	CID000023926	[La]	
487	487	CID000003305	CC(O)(P(=O)(O)O)P(=O)(O)O	CC(O)(P(=O)(O)O)P(=O)(O)O
488	488	CID000644241	CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5	Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
489	489	CID000159247	C=CCN.C1C(O1)CCl.Cl	C=CCN.ClCC1CO1
490	490	CID000002905	CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O	CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1
491	491	CID000065866	CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC	COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1
492	492	CID000004763	CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2	CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
493	493	CID000029029	CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl	CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1
494	494	CID000051634	CCCCN1CC(C(C(C1CO)O)O)O	CCCCN1CC(O)C(O)C(O)C1CO
495	495	CID000014969	CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O	CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O
496	496	CID000060606	COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3	COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1
497	497	CID001548886	CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)[O-]	CC1=C(CC(=O)[O-])c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1
498	498	CID000005508	CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)[O-]	Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1
499	499	CID000002576	CCCC(C)(COC(=O)N)COC(=O)NC(C)C	CCCC(C)(COC(N)=O)COC(=O)NC(C)C
500	500	CID025244225	C(C1C(C(C(C(O1)O)NS(=O)(=O)[O-])O)OC2C(C(C(C(O2)C(=O)[O-])O)O)OS(=O)(=O)[O-])OS(=O)(=O)[O-]	O=C([O-])C1OC(OC2C(COS(=O)(=O)[O-])OC(O)C(NS(=O)(=O)[O-])C2O)C(OS(=O)(=O)[O-])C(O)C1O
501	501	CID000002732	C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O	NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
502	502	CID000037464	CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O	CC(C)(C)NCC(O)COc1ccccc1C1CCCC1
503	503	CID000016230	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.Cl	NC(N)=NC(=O)c1nc(Cl)c(N)nc1N
504	504	CID000005391	CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3	CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21
505	505	CID000060936	C1=CC(=CC=C1SC(P(=O)(O)[O-])P(=O)(O)[O-])Cl.[Na+].[Na+]	O=P([O-])(O)C(Sc1ccc(Cl)cc1)P(=O)([O-])O
506	506	CID000003202	CC[N+](C)(C)C1=CC(=CC=C1)O	CC[N+](C)(C)c1cccc(O)c1
507	507	CID000002441	C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3	O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1
508	508	CID000003440	C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl	NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
509	509	CID000005381	CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C	CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
510	510	CID000636380	COC1C(C(C(C(O1)COS(=O)(=O)[O-])OC2C(C(C(C(O2)C(=O)[O-])OC3C(C(C(C(O3)COS(=O)(=O)[O-])OC4C(C(C(C(O4)C(=O)[O-])OC5C(C(C(C(O5)COS(=O)(=O)[O-])O)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]	COC1OC(COS(=O)(=O)[O-])C(OC2OC(C(=O)[O-])C(OC3OC(COS(=O)(=O)[O-])C(OC4OC(C(=O)[O-])C(OC5OC(COS(=O)(=O)[O-])C(O)C(O)C5NS(=O)(=O)[O-])C(O)C4O)C(OS(=O)(=O)[O-])C3NS(=O)(=O)[O-])C(O)C2OS(=O)(=O)[O-])C(O)C1NS(=O)(=O)[O-]
511	511	CID000221493	CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
512	512	CID000055188	CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl
513	513	CID006452749	CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C(C)(C)C)O)C)O)F)C)F.C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1	CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C.Oc1c(I)cc(Cl)c2cccnc12
514	514	CID005311067	CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO
515	515	CID000039507	CCC(=O)C1(C(CC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C)C	CCC(=O)C1(C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
516	516	CID006450551	CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4	CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1
517	517	CID000060857	CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3	CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12
518	518	CID006321416	CC(OC(=O)C)OC(=O)C1=C(CSC2N1C(=O)C2NC(=O)C(=NOC)C3=CC=CO3)COC(=O)N	CON=C(C(=O)NC1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CSC12)c1ccco1
519	519	CID000002474	CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C	CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
520	520	CID000176870	COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC	C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
521	521	CID000004436	C1CN=C(N1)CC2=CC=CC3=CC=CC=C32	c1ccc2c(CC3=NCCN3)cccc2c1
522	522	CID000003324	CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C	CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
523	523	CID000004058	CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2	CCOC(=O)C1(c2ccccc2)CCN(C)CC1
